"","CodCliente","NivelRisco","servidorCFTV","tipoPessoa","Estado","Cidade","Bairro","DataHora","CodigoEvento","hora","difTempo","CodClienteNorm","PredicaoModelo2"
"26",6974,"1","0","0","SP","SAO CARLOS","PARQUE PARAÍSO",2019-01-05 01:06:34,"E123","1","(10,100]",-3.65282625563105,"0"
"27",6974,"1","0","0","SP","SAO CARLOS","PARQUE PARAÍSO",2019-01-05 01:06:50,"E134","1","(10,100]",-3.65282625563105,"0"
"28",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:13,"E130","19","[-1,10]",-1.96397820386129,"0"
"29",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:21,"E130","19","[-1,10]",-1.96397820386129,"0"
"30",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:28,"E130","19","[-1,10]",-1.96397820386129,"0"
"31",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:36,"E130","19","[-1,10]",-1.96397820386129,"0"
"32",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:42,"E130","19","[-1,10]",-1.96397820386129,"0"
"33",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:44:50,"E130","19","[-1,10]",-1.96397820386129,"0"
"34",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:45:47,"E130","19","(10,100]",-1.96397820386129,"0"
"35",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:46:40,"E130","19","(10,100]",-1.96397820386129,"0"
"36",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:55:41,"E130","19","(100,1e+03]",-1.96397820386129,"0"
"37",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 19:55:57,"E130","19","(10,100]",-1.96397820386129,"0"
"38",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 20:37:40,"E130","20","(1e+03,1e+04]",-1.96397820386129,"0"
"39",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 20:55:36,"E130","20","(1e+03,1e+04]",-1.96397820386129,"0"
"40",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-03 20:57:56,"E130","20","(100,1e+03]",-1.96397820386129,"0"
"41",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:41:32,"E130","6","(1e+04,2.1e+05]",-1.96397820386129,"0"
"42",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:54:17,"E130","6","(100,1e+03]",-1.96397820386129,"0"
"43",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:54:28,"E130","6","(10,100]",-1.96397820386129,"0"
"44",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:54:35,"E130","6","[-1,10]",-1.96397820386129,"0"
"45",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:54:58,"E130","6","(10,100]",-1.96397820386129,"0"
"46",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:55:11,"E130","6","(10,100]",-1.96397820386129,"0"
"47",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:55:45,"E130","6","(10,100]",-1.96397820386129,"0"
"48",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:55:52,"E130","6","[-1,10]",-1.96397820386129,"0"
"49",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:56:04,"E130","6","(10,100]",-1.96397820386129,"0"
"50",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:56:15,"E130","6","(10,100]",-1.96397820386129,"0"
"51",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:56:27,"E130","6","(10,100]",-1.96397820386129,"0"
"52",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:57:44,"E130","6","(10,100]",-1.96397820386129,"0"
"53",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:57:51,"E130","6","[-1,10]",-1.96397820386129,"0"
"54",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:59:14,"E130","6","(10,100]",-1.96397820386129,"0"
"55",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 06:59:20,"E130","6","[-1,10]",-1.96397820386129,"0"
"56",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 07:00:11,"E130","7","(10,100]",-1.96397820386129,"0"
"57",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 07:00:25,"E130","7","(10,100]",-1.96397820386129,"0"
"58",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 07:00:59,"E130","7","(10,100]",-1.96397820386129,"0"
"59",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 07:03:43,"E130","7","(100,1e+03]",-1.96397820386129,"0"
"60",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 10:26:01,"E130","10","(1e+04,2.1e+05]",-1.96397820386129,"0"
"61",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 10:26:18,"E130","10","(10,100]",-1.96397820386129,"0"
"62",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 10:26:37,"E130","10","(10,100]",-1.96397820386129,"0"
"63",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 10:26:43,"E130","10","[-1,10]",-1.96397820386129,"0"
"64",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 10:26:52,"E130","10","[-1,10]",-1.96397820386129,"0"
"65",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:36:43,"E130","17","(1e+04,2.1e+05]",-1.96397820386129,"0"
"66",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:36:50,"E130","17","[-1,10]",-1.96397820386129,"0"
"67",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:36:54,"E130","17","[-1,10]",-1.96397820386129,"0"
"68",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:38:37,"E130","17","(100,1e+03]",-1.96397820386129,"0"
"69",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:39:11,"E130","17","(10,100]",-1.96397820386129,"0"
"70",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:00,"E130","17","(10,100]",-1.96397820386129,"0"
"71",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:43:38,"E130","17","(100,1e+03]",-1.96397820386129,"0"
"72",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:48:44,"E130","17","(100,1e+03]",-1.96397820386129,"0"
"73",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 19:10:34,"E130","19","(1e+03,1e+04]",-1.96397820386129,"0"
"74",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 19:31:00,"E130","19","(1e+03,1e+04]",-1.96397820386129,"0"
"75",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 01:19:51,"E130","1","(1e+04,2.1e+05]",-1.96397820386129,"0"
"76",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:14:43,"E130","4","(1e+04,2.1e+05]",-1.96397820386129,"0"
"77",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:20:16,"E130","4","(100,1e+03]",-1.96397820386129,"0"
"78",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:21:19,"E130","4","(10,100]",-1.96397820386129,"0"
"79",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:23:22,"E130","4","(100,1e+03]",-1.96397820386129,"0"
"80",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 08:14:13,"E130","8","(1e+04,2.1e+05]",-1.96397820386129,"0"
"81",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 08:24:21,"E130","8","(100,1e+03]",-1.96397820386129,"0"
"82",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 10:30:39,"E130","10","(1e+03,1e+04]",-1.96397820386129,"0"
"83",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:18:05,"E130","11","(1e+03,1e+04]",-1.96397820386129,"0"
"84",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:18:27,"E130","11","(10,100]",-1.96397820386129,"0"
"85",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:18:43,"E130","11","(10,100]",-1.96397820386129,"0"
"86",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:18:50,"E130","11","[-1,10]",-1.96397820386129,"0"
"87",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:20:29,"E130","11","(10,100]",-1.96397820386129,"0"
"88",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:28:58,"E130","11","(100,1e+03]",-1.96397820386129,"0"
"89",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 11:48:33,"E130","11","(1e+03,1e+04]",-1.96397820386129,"0"
"90",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 12:10:24,"E130","12","(1e+03,1e+04]",-1.96397820386129,"0"
"91",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 12:16:01,"E130","12","(100,1e+03]",-1.96397820386129,"0"
"92",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 12:16:43,"E130","12","(10,100]",-1.96397820386129,"0"
"93",8984,"4","1","2","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 12:39:03,"E130","12","(1e+03,1e+04]",-1.96397820386129,"0"
"94",10049,"5","0","0","SP","SAO CARLOS","JARDIM IPANEMA",2019-01-03 20:52:20,"E131","20","[-1,10]",-1.06914080329671,"1"
"95",10049,"5","0","0","SP","SAO CARLOS","JARDIM IPANEMA",2019-01-03 20:52:30,"E131","20","(10,100]",-1.06914080329671,"1"
"96",10049,"5","0","0","SP","SAO CARLOS","JARDIM IPANEMA",2019-01-04 18:05:43,"E131","18","(1e+04,2.1e+05]",-1.06914080329671,"0"
"97",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 18:28:20,"E301","18","[-1,10]",-0.859925298375978,"0"
"98",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 18:44:00,"E301","18","(100,1e+03]",-0.859925298375978,"0"
"99",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 18:54:46,"E301","18","(100,1e+03]",-0.859925298375978,"0"
"100",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 22:04:42,"E301","22","(1e+04,2.1e+05]",-0.859925298375978,"0"
"101",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 07:51:18,"E301","7","(1e+04,2.1e+05]",-0.859925298375978,"0"
"102",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 13:19:58,"E301","13","(1e+04,2.1e+05]",-0.859925298375978,"0"
"103",10298,"5","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 13:41:23,"E301","13","(1e+03,1e+04]",-0.859925298375978,"0"
"104",10583,"3","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:25:26,"E301","10","[-1,10]",-0.620461768647429,"0"
"105",10583,"3","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:46:48,"E810","10","(1e+03,1e+04]",-0.620461768647429,"0"
"106",10589,"4","1","1","SP","SAO CARLOS","JARDIM NOVA SAO CARLOS",2019-01-03 22:59:58,"E301","22","[-1,10]",-0.61542043117946,"0"
"107",11077,"5","0","0","SP","SAO CARLOS","VILA FARIA",2019-01-05 10:02:37,"E130","10","[-1,10]",-0.205391650451278,"0"
"108",11155,"3","0","1","SP","SAO CARLOS","JARDIM BRASIL",2019-01-05 09:46:03,"E122","9","[-1,10]",-0.139854263367675,"0"
"109",11182,"2","0","0","SP","SAO CARLOS","JARDIM SANTA MARIA II",2019-01-04 07:53:40,"E131","7","[-1,10]",-0.117168244761812,"0"
"110",11190,"5","0","0","SP","SAO CARLOS","CENTRO",2019-01-04 17:03:43,"E122","17","[-1,10]",-0.110446461471187,"0"
"111",11190,"5","0","0","SP","SAO CARLOS","CENTRO",2019-01-04 17:03:52,"E122","17","[-1,10]",-0.110446461471187,"0"
"112",11190,"5","0","0","SP","SAO CARLOS","CENTRO",2019-01-04 17:04:36,"E122","17","(10,100]",-0.110446461471187,"0"
"113",11210,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 09:01:17,"E122","9","[-1,10]",-0.0936420032446217,"0"
"114",11210,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 09:01:23,"E122","9","[-1,10]",-0.0936420032446217,"0"
"115",11212,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-05 00:17:41,"E301","0","[-1,10]",-0.0919615574219652,"0"
"116",11219,"5","0","0","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 18:38:53,"E301","18","[-1,10]",-0.0860799970426675,"0"
"117",11219,"5","0","0","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 20:00:39,"E130","20","(1e+03,1e+04]",-0.0860799970426675,"0"
"118",11219,"5","0","0","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 20:01:28,"E130","20","(10,100]",-0.0860799970426675,"0"
"119",11219,"5","0","0","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 20:01:40,"E130","20","(10,100]",-0.0860799970426675,"0"
"120",11219,"5","0","0","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 20:02:37,"E130","20","(10,100]",-0.0860799970426675,"0"
"121",11229,"5","0","1","SP","SAO CARLOS","JARDIM N. S. APARECIDA",2019-01-04 18:14:35,"E130","18","[-1,10]",-0.0776777679293851,"0"
"122",11241,"5","0","1","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-04 16:01:13,"E122","16","[-1,10]",-0.0675950929934462,"0"
"123",11241,"5","0","1","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-04 16:01:25,"E122","16","(10,100]",-0.0675950929934462,"0"
"124",11253,"5","0","0","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-05 00:52:02,"E301","0","[-1,10]",-0.0575124180575073,"0"
"125",11259,"5","0","1","SP","SAO CARLOS","JARDIM SANTA PAULA",2019-01-04 12:37:01,"E131","12","[-1,10]",-0.0524710805895378,"0"
"126",11285,"4","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 13:43:29,"E122","13","[-1,10]",-0.0306252848950035,"0"
"127",11292,"5","0","1","SP","SAO CARLOS","JARDIM BETHANIA",2019-01-04 11:33:41,"E146","11","[-1,10]",-0.0247437245157058,"0"
"128",11301,"5","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 09:11:10,"E130","9","[-1,10]",-0.0171817183137517,"0"
"129",11301,"5","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 09:11:16,"E130","9","[-1,10]",-0.0171817183137517,"0"
"130",11301,"5","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 09:12:27,"E130","9","(10,100]",-0.0171817183137517,"0"
"131",11301,"5","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 09:12:31,"E130","9","[-1,10]",-0.0171817183137517,"0"
"132",11301,"5","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 09:12:41,"E130","9","(10,100]",-0.0171817183137517,"0"
"133",11306,"3","0","1","SP","SAO CARLOS","JARDIM CARDINALLI",2019-01-03 20:31:32,"E131","20","[-1,10]",-0.0129806037571104,"0"
"134",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:26,"E130","10","[-1,10]",-0.0104599350231257,"0"
"135",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:30,"E130","10","[-1,10]",-0.0104599350231257,"0"
"136",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:34,"E130","10","[-1,10]",-0.0104599350231257,"0"
"137",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:37,"E130","10","[-1,10]",-0.0104599350231257,"0"
"138",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:41,"E130","10","[-1,10]",-0.0104599350231257,"0"
"139",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:44,"E130","10","[-1,10]",-0.0104599350231257,"0"
"140",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:48,"E130","10","[-1,10]",-0.0104599350231257,"0"
"141",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:52,"E130","10","[-1,10]",-0.0104599350231257,"0"
"142",11309,"5","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:44:58,"E301","10","[-1,10]",-0.0104599350231257,"0"
"143",11310,"5","1","0","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-03 22:13:09,"1902","22","[-1,10]",-0.00961971211179748,"0"
"144",11310,"5","1","0","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-04 17:54:14,"1902","17","(1e+04,2.1e+05]",-0.00961971211179748,"0"
"145",11318,"3","0","0","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-04 07:54:13,"E121","7","[-1,10]",-0.00289792882117155,"0"
"146",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-03 20:18:08,"E130","20","[-1,10]",-0.0020577059098433,"0"
"147",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-03 20:18:15,"E130","20","[-1,10]",-0.0020577059098433,"0"
"148",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-04 08:40:30,"E130","8","(1e+04,2.1e+05]",-0.0020577059098433,"0"
"149",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-04 08:40:38,"E130","8","[-1,10]",-0.0020577059098433,"0"
"150",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-04 11:32:59,"E130","11","(1e+04,2.1e+05]",-0.0020577059098433,"0"
"151",11319,"5","0","0","SP","SAO CARLOS","CHÁCARA DAS FLORES",2019-01-05 01:29:44,"E130","1","(1e+04,2.1e+05]",-0.0020577059098433,"0"
"152",11328,"5","0","1","SP","IBATE","CENTRO",2019-01-04 18:09:08,"E122","18","[-1,10]",0.00550430029211087,"0"
"153",11331,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 11:10:19,"E301","11","[-1,10]",0.0080249690260956,"0"
"154",11336,"4","0","1","SP","ITIRAPINA","VIVENDA DO BROA",2019-01-04 17:48:54,"E301","17","[-1,10]",0.0122260835827368,"0"
"155",11353,"5","0","1","SP","SAO CARLOS","JARDIM CRUZEIRO DO SUL",2019-01-04 22:35:58,"E301","22","[-1,10]",0.0265098730753169,"0"
"156",11362,"3","1","1","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-05 06:41:20,"E130","6","[-1,10]",0.0340718792772711,"0"
"157",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 01:53:24,"E131","1","[-1,10]",0.0416338854792253,"0"
"158",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 01:53:46,"E131","1","(10,100]",0.0416338854792253,"0"
"159",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 01:53:52,"E131","1","[-1,10]",0.0416338854792253,"0"
"160",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 01:54:09,"E131","1","(10,100]",0.0416338854792253,"0"
"161",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:23:56,"E131","2","(1e+03,1e+04]",0.0416338854792253,"0"
"162",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:24:02,"E131","2","[-1,10]",0.0416338854792253,"0"
"163",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:24:04,"E131","2","[-1,10]",0.0416338854792253,"0"
"164",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:24:26,"E131","2","(10,100]",0.0416338854792253,"0"
"165",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:24:31,"E131","2","[-1,10]",0.0416338854792253,"0"
"166",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:24:36,"E131","2","[-1,10]",0.0416338854792253,"0"
"167",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:28:24,"E131","2","(100,1e+03]",0.0416338854792253,"0"
"168",11371,"4","0","1","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 02:28:42,"E131","2","(10,100]",0.0416338854792253,"0"
"169",11373,"3","0","1","SP","ITIRAPINA","BROA",2019-01-04 18:01:41,"E301","18","[-1,10]",0.0433143313018818,"0"
"170",11382,"3","0","1","SP","SAO CARLOS","VILA BOA VISTA",2019-01-04 17:31:15,"E131","17","[-1,10]",0.0508763375038359,"0"
"171",11395,"5","0","1","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-05 01:30:45,"E301","1","[-1,10]",0.0617992353511031,"0"
"172",11395,"5","0","1","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-05 01:30:52,"E130","1","[-1,10]",0.0617992353511031,"0"
